景点名字,经纬度,地址,已售票数
傅抱石纪念馆,"118.775125,32.060899",江苏省南京市鼓楼区汉曰路132号,0
盛宣怀故居,"119.97041792697,31.779591097508",常州大马元巷18号,0
花木大世界,"120.569693,32.351171",江苏省如皋市皋南镇大明村,0
宋曹祖居,"119.82728846789,33.166860201925",,0
悠游堂（金鹰店）,"118.787041,32.047601",南京市秦淮区汉中路89号金鹰国际购物中心,0
楚汉园生态农庄,"118.283929,33.998041",江苏省宿迁市湖滨新区郁金香路1号,0
星辰轮滑,"120.524608,31.284786",江苏苏州吴中区木渎国际影视城4号楼负1楼,0
高淳国际慢城建峰农家乐,"119.090896,31.417946",南京市高淳县桠溪镇蓝溪村大山164号,0
真人CS拓展联盟（太仓艳阳农庄基地）,"121.183562,31.551062",江苏省苏州市太仓市新港公路现代农业园区,0
五亭桥,"119.430365,32.428952",江苏省扬州市维扬区瘦西湖,0
天目湖丽华大鱼头土菜馆,"119.451537,31.326415",溧阳市天目湖天目湖镇迎宾路343号,0
高邮奎楼,"119.451532,32.781667",江苏省扬州市高邮市东南,0
亚洲创新创意动漫城,"118.6664991054,32.127683320245",江苏省南京市浦口区珍珠泉度假区,0
天愚亭,"119.302287,34.64961",江苏省连云港市连云区花果山景区内,0
湿地生态,"120.23111319328,31.572274206209",,0
知名烈士墓区,"118.78719142034,32.005404895921",江苏圣南京市雨花台景区,0
昆山太阳岛高尔夫,"120.964199,31.253658",江苏省昆山市张浦镇慈城路288号,0
桃树芥土菜馆,"119.540803,31.182335",江苏常州溧阳市南山竹海景区门口,0
乡土乡亲农家乐,"119.10684,31.408316",江苏南京高淳区桠溪镇兰溪村石墙围012号,0
珍奶工坊,"120.626676,31.303501",江苏省苏州市沧浪区书院巷91号,0
徐州快乐门大舞台 ,"117.230076,34.252966",江苏徐州云龙区楚王陵公园东门南侧,0
土山东汉彭城王墓,"117.19271281411,34.25604396551",江苏省徐州市云龙区和平路101号徐州博物馆,0
史诺克真人CS基地巴城店,"120.858042,31.460417",江苏省苏州昆山市巴城镇迎宾西路与古城路交汇处向西300米创意生活度假农庄内,0
宝迪健身新区金山店,"120.564659,31.302396",江苏苏州虎丘区金山路3号,0
乐博乐博机器人培训学校,"120.611563,31.271509",江苏苏州市宝带西路977号邻里情社区生活馆5楼,0
太阳岛亲子乐园,"117.192075,34.267507",江苏徐州市泉山区中央百大斜对面爱客来超市成功店二楼西北角,0
未来星儿童职业体验馆,"119.961516,31.793385",江苏省常州市钟楼区健身路少体校7号,0
奔跑拓展乐园,"119.081982,31.388841",江苏省南京市高淳县桠溪镇国际慢城,0
睢宁九镜湖,"117.902721,34.076236",江苏省徐州市睢宁县庆安镇,0
范义庄,"120.81061636849,31.755811236027",江苏苏州常熟市人民路范庄前32号,0
东湖丽岛温泉,"119.079007,32.063669",江苏省南京市江宁区东郊风景区汤山东湖半岛,0
山里人真人CS镭战（下马坊基地）,"118.873555,32.043193",江苏省南京市玄武区中山陵下马坊遗址公园,0
欢乐宝贝,"120.352403,31.539899",江苏省无锡市新区旺庄路宝龙广场中心2楼,0
哈皮小孩（平陵广场店）,"119.492536,31.43162",江苏省溧阳市西大街125号301-313及中心广场部分,0
捷安特单车运动服务（昆山）,"120.857704,31.459631",江苏省昆山市巴城镇巴解路168弄1号楼,0
乐悠游儿童游乐生活馆,"121.082711,32.089895",南通市通州区金沙镇建设路66号新瑞广场2楼（公共电梯左转）,0
木末亭,"118.78723925842,32.005328663861",江苏省南京市雨花台景区,0
剪刀锤子布儿童创意梦工厂,"120.598689,31.222451",江苏苏州市吴中区SM百货3楼,0
彭城广场,"117.192632,34.270745",江苏省徐州市鼓楼区,0
李更生故居,"119.028466,33.593678",江苏省淮安市清浦区,0
载酒堂,"120.64529159646,31.321890829191",江苏省苏州市平江区耦园,0
兴国寺,"119.80735383652,33.783267190209",中国江苏盐城阜宁县城以东,0
宜景陶艺,"120.58192,31.259948",江苏苏州市高新区横塘学府路国际教育园北汇金新地10幢105,0
真人CS拓展联盟（丹阳名流生态园基地）,"119.571476,31.92934",江苏省镇江市丹阳市市云阳镇大圣眭巷村50号名流生态农庄,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
飘邈音乐之旅,"120.724095,31.164508",江苏省苏州市吴江区同里镇富观街20号(崇本堂旁),0
西山镇国家森林公园,"120.260507,31.121081",江苏省苏州市吴中区,0
乌巾荡,"119.84147,32.95747",江苏省泰州兴化市城区北郊,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
野驰沙画工作室（绿地世纪城店）,"117.253462,34.251817",江苏省徐州市云龙区绿地世纪城城市广场Loft2-402室,0
糖果天地,"120.274412,31.568831",江苏无锡江阴市澄江街道万达广场万达百货三楼开心果儿童乐园,0
乐库儿童乐园,"117.166136,34.269468",江苏省徐州市泉山区段庄人民广场尚城国际欢乐买超市3楼,0
苏州西山洞庭假日农庄,"120.287157,31.08895",江苏省苏州市吴中区金庭镇明月湾杨巷,0
水墨周庄音乐茶吧,"120.856895,31.118741",江苏省昆山市周庄镇南湖街55号,0
多宝农庄,"119.630703,32.450505",江苏省扬州市江都区砖桥村苏昊超市对面（沿路往里走200米）,0
清明桥古运河游船,"120.317873,31.567879",江苏省无锡市南长区南长街星巴克旁边,0
梦幻乐园,"119.978307,31.824573",江苏省常州市新北区通江中路369号乐宾百货3楼童玩区（万达广场对面太阳城购物中心）,0
环球旅行嘉年华,"120.829378,31.346911",苏州市工业园区现代大道后戴街9号,0
拓展CS对抗红色旅游基地,"119.983244,32.430435",江苏省泰州市高港区鑫马生态园,0
魔魔岛真人密室逃脱,"120.651995,30.907315",江苏省苏州市吴江区盛泽镇东盛步行街B区3楼2-320号,0
